ExperimentName,Subject,Session,Age,Clock.Information,DataFile.Basename,Display.RefreshRate,ExperimentVersion,Group,Handedness,RandomSeed,RuntimeVersion,RuntimeVersionExpected,Schooling,SessionDate,SessionStartDateTimeUtc,SessionTime,Sex,StudioVersion,Block,Procedure[Block],Running[Block],SubjectLists,SubjectLists.Cycle,SubjectLists.Sample,Trial,BlockList1,BlockList1.Cycle,BlockList1.Sample,CorrectAnswer,Cue,Item,Prime,PrimeCondition,Procedure[Trial],questionmark,RecallResponse.ACC,RecallResponse.CRESP,RecallResponse.DurationError,RecallResponse.OnsetDelay,RecallResponse.OnsetTime,RecallResponse.OnsetToOnsetTime,RecallResponse.RESP,RTImmediate,RecallResponse.RTTime,Running[Trial],TrialList1,TrialList1.Cycle,TrialList1.Sample,ImmediateAccuracy,PrimeIntrusionImmediate,DelayedAccuracy,PrimeIntrusionDelayed,RTDelayed
ImmediateRecall32ms,1,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6696396186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall32ms-1-1,84.922,1.0.0.95,1,right,-1890870486,2.0.10.242,2.0.10.242,Junior,10/13/2017,10/13/2017 16:02,11:02:01,female,2.0.10.147,1,S1,SubjectLists,1,2,1,96,,,,above ,PLANE,above ,above ,Identical,TrialProc,???????,0,,-999999,26,790344,0,fly{ENTER},654,790998,TrialList1,1,1,36,0,0,0,0,994
ImmediateRecall32ms,1,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6696396186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall32ms-1-1,84.922,1.0.0.95,1,right,-1890870486,2.0.10.242,2.0.10.242,Junior,10/13/2017,10/13/2017 16:02,11:02:01,female,2.0.10.147,1,S1,SubjectLists,1,2,1,67,,,,alive ,BEAR,alive ,alive ,Identical,TrialProc,???????,0,,-999999,25,370306,0,ear{ENTER},566,370872,TrialList1,2,1,7,0,0,0,0,2457
ImmediateRecall32ms,1,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6696396186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall32ms-1-1,84.922,1.0.0.95,1,right,-1890870486,2.0.10.242,2.0.10.242,Junior,10/13/2017,10/13/2017 16:02,11:02:01,female,2.0.10.147,1,S1,SubjectLists,1,2,1,100,,,,angel ,SKY,angel ,angel ,Identical,TrialProc,???????,0,,-999999,37,852825,0,angel{ENTER},2796,855621,TrialList1,3,1,40,1,1,1,1,641
ImmediateRecall32ms,1,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6696396186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall32ms-1-1,84.922,1.0.0.95,1,right,-1890870486,2.0.10.242,2.0.10.242,Junior,10/13/2017,10/13/2017 16:02,11:02:01,female,2.0.10.147,1,S1,SubjectLists,1,2,1,89,,,,anger ,PRISON,anger ,anger ,Identical,TrialProc,???????,0,,-999999,25,669631,0,anger{ENTER},4490,674121,TrialList1,4,1,29,1,1,1,1,1135
ImmediateRecall32ms,1,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6696396186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall32ms-1-1,84.922,1.0.0.95,1,right,-1890870486,2.0.10.242,2.0.10.242,Junior,10/13/2017,10/13/2017 16:02,11:02:01,female,2.0.10.147,1,S1,SubjectLists,1,2,1,68,,,,animal,PET,animal,animal,Identical,TrialProc,???????,0,,-999999,67,383077,0,animal{ENTER},1344,384421,TrialList1,5,1,8,1,1,1,1,2661
ImmediateRecall32ms,1,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6696396186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall32ms-1-1,84.922,1.0.0.95,1,right,-1890870486,2.0.10.242,2.0.10.242,Junior,10/13/2017,10/13/2017 16:02,11:02:01,female,2.0.10.147,1,S1,SubjectLists,1,2,1,94,,,,baby  ,GRASP,baby  ,baby  ,Identical,TrialProc,???????,0,,-999999,37,746091,0,test{ENTER},14256,760347,TrialList1,6,1,34,0,0,0,0,777
ImmediateRecall32ms,1,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6696396186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall32ms-1-1,84.922,1.0.0.95,1,right,-1890870486,2.0.10.242,2.0.10.242,Junior,10/13/2017,10/13/2017 16:02,11:02:01,female,2.0.10.147,1,S1,SubjectLists,1,2,1,76,,,,bee   ,FLY,bee   ,bee   ,Identical,TrialProc,???????,0,,-999999,37,489228,0,bird{ENTER},2284,491512,TrialList1,7,1,16,0,0,0,0,1208
ImmediateRecall32ms,1,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6696396186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall32ms-1-1,84.922,1.0.0.95,1,right,-1890870486,2.0.10.242,2.0.10.242,Junior,10/13/2017,10/13/2017 16:02,11:02:01,female,2.0.10.147,1,S1,SubjectLists,1,2,1,65,,,,best,CLOTH,best,best,Identical,TrialProc,???????,0,,-999999,37,343528,0,soft{ENTER},1951,345479,TrialList1,8,1,5,0,0,0,0,1333
ImmediateRecall32ms,1,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6696396186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall32ms-1-1,84.922,1.0.0.95,1,right,-1890870486,2.0.10.242,2.0.10.242,Junior,10/13/2017,10/13/2017 16:02,11:02:01,female,2.0.10.147,1,S1,SubjectLists,1,2,1,61,,,,bird  ,SPIDER,bird  ,bird  ,Identical,TrialProc,???????,0,,-999999,96,289266,0,bird{ENTER},2103,291369,TrialList1,9,1,1,1,1,1,1,720
ImmediateRecall32ms,1,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6696396186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall32ms-1-1,84.922,1.0.0.95,1,right,-1890870486,2.0.10.242,2.0.10.242,Junior,10/13/2017,10/13/2017 16:02,11:02:01,female,2.0.10.147,1,S1,SubjectLists,1,2,1,120,,,,board ,WRITE,board ,board ,Identical,TrialProc,???????,0,,-999999,26,1150420,0,pape{ENTER},1877,1152297,TrialList1,10,1,60,0,0,0,0,584
ImmediateRecall32ms,1,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6696396186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall32ms-1-1,84.922,1.0.0.95,1,right,-1890870486,2.0.10.242,2.0.10.242,Junior,10/13/2017,10/13/2017 16:02,11:02:01,female,2.0.10.147,1,S1,SubjectLists,1,2,1,86,,,,boat  ,ROPE,boat  ,boat  ,Identical,TrialProc,???????,0,,-999999,25,626144,0,day{ENTER},2721,628865,TrialList1,11,1,26,0,0,1,1,1208
ImmediateRecall32ms,1,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6696396186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall32ms-1-1,84.922,1.0.0.95,1,right,-1890870486,2.0.10.242,2.0.10.242,Junior,10/13/2017,10/13/2017 16:02,11:02:01,female,2.0.10.147,1,S1,SubjectLists,1,2,1,72,,,,book  ,TOWER,book  ,book  ,Identical,TrialProc,???????,0,,-999999,25,436838,0,book{ENTER},978,437816,TrialList1,12,1,12,1,1,1,1,1437
ImmediateRecall32ms,1,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6696396186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall32ms-1-1,84.922,1.0.0.95,1,right,-1890870486,2.0.10.242,2.0.10.242,Junior,10/13/2017,10/13/2017 16:02,11:02:01,female,2.0.10.147,1,S1,SubjectLists,1,2,1,66,,,,bow   ,SUIT,bow   ,boat,Phonological,TrialProc,???????,0,,-999999,37,357635,0,bow{ENTER},533,358168,TrialList1,13,1,6,1,0,0,0,382
ImmediateRecall32ms,1,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6696396186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall32ms-1-1,84.922,1.0.0.95,1,right,-1890870486,2.0.10.242,2.0.10.242,Junior,10/13/2017,10/13/2017 16:02,11:02:01,female,2.0.10.147,1,S1,SubjectLists,1,2,1,77,,,,bulb  ,WARM,bulb  ,bulk,Phonological,TrialProc,???????,0,,-999999,25,503677,0,hug{ENTER},2458,506135,TrialList1,14,1,17,0,0,0,0,595
ImmediateRecall32ms,1,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6696396186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall32ms-1-1,84.922,1.0.0.95,1,right,-1890870486,2.0.10.242,2.0.10.242,Junior,10/13/2017,10/13/2017 16:02,11:02:01,female,2.0.10.147,1,S1,SubjectLists,1,2,1,119,,,,cake  ,CRUST,cake  ,cave,Phonological,TrialProc,???????,0,,-999999,49,1137514,0,cake{ENTER},754,1138268,TrialList1,15,1,59,1,0,1,0,608
ImmediateRecall32ms,1,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6696396186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall32ms-1-1,84.922,1.0.0.95,1,right,-1890870486,2.0.10.242,2.0.10.242,Junior,10/13/2017,10/13/2017 16:02,11:02:01,female,2.0.10.147,1,S1,SubjectLists,1,2,1,105,,,,candle,KITCHEN,candle,canteen,Phonological,TrialProc,???????,0,,-999999,25,921171,0,paper{ENTER},2685,923856,TrialList1,16,1,45,0,0,0,0,720
ImmediateRecall32ms,1,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6696396186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall32ms-1-1,84.922,1.0.0.95,1,right,-1890870486,2.0.10.242,2.0.10.242,Junior,10/13/2017,10/13/2017 16:02,11:02:01,female,2.0.10.147,1,S1,SubjectLists,1,2,1,98,,,,card  ,QUICK,card  ,cast,Phonological,TrialProc,???????,0,,-999999,37,819500,0,travel{ENTER},6680,826180,TrialList1,17,1,38,0,0,0,0,2143
ImmediateRecall32ms,1,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6696396186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall32ms-1-1,84.922,1.0.0.95,1,right,-1890870486,2.0.10.242,2.0.10.242,Junior,10/13/2017,10/13/2017 16:02,11:02:01,female,2.0.10.147,1,S1,SubjectLists,1,2,1,108,,,,chair ,FEET,chair ,chaste,Phonological,TrialProc,???????,0,,-999999,25,964517,0,chair{ENTER},5380,969897,TrialList1,18,1,48,1,0,0,0,1391
ImmediateRecall32ms,1,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6696396186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall32ms-1-1,84.922,1.0.0.95,1,right,-1890870486,2.0.10.242,2.0.10.242,Junior,10/13/2017,10/13/2017 16:02,11:02:01,female,2.0.10.147,1,S1,SubjectLists,1,2,1,92,,,,cold  ,JUICE,cold  ,cone,Phonological,TrialProc,???????,0,,-999999,84,716958,0,cold{ENTER},540,717498,TrialList1,19,1,32,1,0,1,0,1090
ImmediateRecall32ms,1,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6696396186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall32ms-1-1,84.922,1.0.0.95,1,right,-1890870486,2.0.10.242,2.0.10.242,Junior,10/13/2017,10/13/2017 16:02,11:02:01,female,2.0.10.147,1,S1,SubjectLists,1,2,1,70,,,,cut   ,BLADE,cut   ,cusp,Phonological,TrialProc,???????,0,,-999999,25,410543,0,knife{ENTER},1286,411829,TrialList1,20,1,10,0,0,0,0,1315
ImmediateRecall32ms,1,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6696396186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall32ms-1-1,84.922,1.0.0.95,1,right,-1890870486,2.0.10.242,2.0.10.242,Junior,10/13/2017,10/13/2017 16:02,11:02:01,female,2.0.10.147,1,S1,SubjectLists,1,2,1,90,,,,dawn  ,LIGHT,dawn  ,dog,Phonological,TrialProc,???????,0,,-999999,49,686294,0,warm{ENTER},5408,691702,TrialList1,21,1,30,0,0,0,0,1047
ImmediateRecall32ms,1,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6696396186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall32ms-1-1,84.922,1.0.0.95,1,right,-1890870486,2.0.10.242,2.0.10.242,Junior,10/13/2017,10/13/2017 16:02,11:02:01,female,2.0.10.147,1,S1,SubjectLists,1,2,1,85,,,,day   ,SUN,day   ,daze,Phonological,TrialProc,???????,0,,-999999,49,613356,0,day{ENTER},633,613989,TrialList1,22,1,25,1,0,1,0,608
ImmediateRecall32ms,1,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6696396186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall32ms-1-1,84.922,1.0.0.95,1,right,-1890870486,2.0.10.242,2.0.10.242,Junior,10/13/2017,10/13/2017 16:02,11:02:01,female,2.0.10.147,1,S1,SubjectLists,1,2,1,103,,,,dirt  ,PLANT,dirt  ,dearth,Phonological,TrialProc,???????,0,,-999999,37,894511,0,dirt{ENTER},1441,895952,TrialList1,23,1,43,1,0,1,0,664
ImmediateRecall32ms,1,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6696396186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall32ms-1-1,84.922,1.0.0.95,1,right,-1890870486,2.0.10.242,2.0.10.242,Junior,10/13/2017,10/13/2017 16:02,11:02:01,female,2.0.10.147,1,S1,SubjectLists,1,2,1,79,,,,door  ,HOUSE,door  ,doe,Phonological,TrialProc,???????,0,,-999999,49,531020,0,live{ENTER},789,531809,TrialList1,24,1,19,0,0,0,0,509
ImmediateRecall32ms,1,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6696396186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall32ms-1-1,84.922,1.0.0.95,1,right,-1890870486,2.0.10.242,2.0.10.242,Junior,10/13/2017,10/13/2017 16:02,11:02:01,female,2.0.10.147,1,S1,SubjectLists,1,2,1,99,,,,fire  ,GARAGE,fire  ,blaze,Semantic,TrialProc,???????,0,,-999999,48,838329,0,fire{ENTER},2340,840669,TrialList1,25,1,39,1,0,1,0,1552
ImmediateRecall32ms,1,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6696396186</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-13T16:02:00Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall32ms-1-1,84.922,1.0.0.95,1,right,-1890870486,2.0.10.242,2.0.10.242,Junior,10/13/2017,10/13/2017 16:02,11:02:01,female,2.0.10.147,1,S1,SubjectLists,1,2,1,80,,,,fish  ,RIVER,fish  ,cod,Semantic,TrialProc,???????,0,,-999999,25,543961,0,cold{ENTER},1478,545439,TrialList1,26,1,20,0,0,0,0,799
