ExperimentName,Subject,Session,Age,Clock.Information,DataFile.Basename,Display.RefreshRate,ExperimentVersion,Group,Handedness,RandomSeed,RuntimeVersion,RuntimeVersionExpected,Schooling,SessionDate,SessionStartDateTimeUtc,SessionTime,Sex,StudioVersion,Block,Procedure[Block],Running[Block],SubjectLists,SubjectLists.Cycle,SubjectLists.Sample,Trial,BlockList1,BlockList1.Cycle,BlockList1.Sample,CorrectAnswer,Cue,Item,Prime,PrimeCondition,Procedure[Trial],questionmark,RecallResponse.ACC,RecallResponse.CRESP,RecallResponse.DurationError,RecallResponse.OnsetDelay,RecallResponse.OnsetTime,RecallResponse.OnsetToOnsetTime,RecallResponse.RESP,RTImmediate,RecallResponse.RTTime,Running[Trial],TrialList1,TrialList1.Cycle,TrialList1.Sample,ImmediateAccuracy,PrimeIntrusionImmediate,DelayedAccuracy,PrimeIntrusionDelay,RTDelayed
ImmediateRecall48ms,1,1,31,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.63409300846783E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-1-1,59.82,1.0.0.91,1,right,-1050252417,2.0.10.242,2.0.10.242,Freshman,10/2/2017,10/2/2017 18:18,13:18:24,female,2.0.10.147,1,S1,SubjectLists,1,2,1,90,,,,above ,PLANE,above ,above ,Identical,TrialProc,???????,0,,-999999,7,1076210,0,above{ENTER},2199,1078409,TrialList1,1,1,30,1,1,1,1,2204
ImmediateRecall48ms,1,1,31,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.63409300846783E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-1-1,59.82,1.0.0.91,1,right,-1050252417,2.0.10.242,2.0.10.242,Freshman,10/2/2017,10/2/2017 18:18,13:18:24,female,2.0.10.147,1,S1,SubjectLists,1,2,1,114,,,,alive ,BEAR,alive ,alive ,Identical,TrialProc,???????,0,,-999999,7,1440019,0,alive{ENTER},1716,1441735,TrialList1,2,1,54,1,1,1,1,1459
ImmediateRecall48ms,1,1,31,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.63409300846783E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-1-1,59.82,1.0.0.91,1,right,-1050252417,2.0.10.242,2.0.10.242,Freshman,10/2/2017,10/2/2017 18:18,13:18:24,female,2.0.10.147,1,S1,SubjectLists,1,2,1,113,,,,angel ,SKY,angel ,angel ,Identical,TrialProc,???????,0,,-999999,7,1426144,0,angel{ENTER},1781,1427925,TrialList1,3,1,53,1,1,0,0,1389
ImmediateRecall48ms,1,1,31,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.63409300846783E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-1-1,59.82,1.0.0.91,1,right,-1050252417,2.0.10.242,2.0.10.242,Freshman,10/2/2017,10/2/2017 18:18,13:18:24,female,2.0.10.147,1,S1,SubjectLists,1,2,1,78,,,,anger ,PRISON,anger ,anger ,Identical,TrialProc,???????,0,,-999999,7,880339,0,anger{ENTER},1851,882190,TrialList1,4,1,18,1,1,1,1,1619
ImmediateRecall48ms,1,1,31,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.63409300846783E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-1-1,59.82,1.0.0.91,1,right,-1050252417,2.0.10.242,2.0.10.242,Freshman,10/2/2017,10/2/2017 18:18,13:18:24,female,2.0.10.147,1,S1,SubjectLists,1,2,1,104,,,,animal,PET,animal,animal,Identical,TrialProc,???????,0,,-999999,6,1285254,0,animal{ENTER},1985,1287239,TrialList1,5,1,44,1,1,1,1,2560
ImmediateRecall48ms,1,1,31,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.63409300846783E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-1-1,59.82,1.0.0.91,1,right,-1050252417,2.0.10.242,2.0.10.242,Freshman,10/2/2017,10/2/2017 18:18,13:18:24,female,2.0.10.147,1,S1,SubjectLists,1,2,1,93,,,,baby  ,GRASP,baby  ,baby  ,Identical,TrialProc,???????,0,,-999999,7,1119089,0,baby{ENTER},1751,1120840,TrialList1,6,1,33,1,1,1,1,1444
ImmediateRecall48ms,1,1,31,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.63409300846783E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-1-1,59.82,1.0.0.91,1,right,-1050252417,2.0.10.242,2.0.10.242,Freshman,10/2/2017,10/2/2017 18:18,13:18:24,female,2.0.10.147,1,S1,SubjectLists,1,2,1,103,,,,bee   ,FLY,bee   ,bee   ,Identical,TrialProc,???????,0,,-999999,6,1272031,0,bee{ENTER},1128,1273159,TrialList1,7,1,43,1,1,0,0,2239
ImmediateRecall48ms,1,1,31,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.63409300846783E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-1-1,59.82,1.0.0.91,1,right,-1050252417,2.0.10.242,2.0.10.242,Freshman,10/2/2017,10/2/2017 18:18,13:18:24,female,2.0.10.147,1,S1,SubjectLists,1,2,1,87,,,,best,CLOTH,best,best,Identical,TrialProc,???????,0,,-999999,7,1025307,0,shoe{ENTER},3998,1029305,TrialList1,8,1,27,0,0,0,0,9273
ImmediateRecall48ms,1,1,31,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.63409300846783E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-1-1,59.82,1.0.0.91,1,right,-1050252417,2.0.10.242,2.0.10.242,Freshman,10/2/2017,10/2/2017 18:18,13:18:24,female,2.0.10.147,1,S1,SubjectLists,1,2,1,92,,,,bird  ,SPIDER,bird  ,bird  ,Identical,TrialProc,???????,0,,-999999,7,1104395,0,bird{ENTER},2606,1107001,TrialList1,9,1,32,1,1,1,1,1876
ImmediateRecall48ms,1,1,31,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.63409300846783E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-1-1,59.82,1.0.0.91,1,right,-1050252417,2.0.10.242,2.0.10.242,Freshman,10/2/2017,10/2/2017 18:18,13:18:24,female,2.0.10.147,1,S1,SubjectLists,1,2,1,109,,,,board ,WRITE,board ,board ,Identical,TrialProc,???????,0,,-999999,7,1361751,0,board{ENTER},1777,1363528,TrialList1,10,1,49,1,1,1,1,2059
ImmediateRecall48ms,1,1,31,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.63409300846783E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-1-1,59.82,1.0.0.91,1,right,-1050252417,2.0.10.242,2.0.10.242,Freshman,10/2/2017,10/2/2017 18:18,13:18:24,female,2.0.10.147,1,S1,SubjectLists,1,2,1,118,,,,boat  ,ROPE,boat  ,boat  ,Identical,TrialProc,???????,0,,-999999,7,1496706,0,boat{ENTER},2035,1498741,TrialList1,11,1,58,1,1,1,1,1367
ImmediateRecall48ms,1,1,31,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.63409300846783E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-1-1,59.82,1.0.0.91,1,right,-1050252417,2.0.10.242,2.0.10.242,Freshman,10/2/2017,10/2/2017 18:18,13:18:24,female,2.0.10.147,1,S1,SubjectLists,1,2,1,66,,,,book  ,TOWER,book  ,book  ,Identical,TrialProc,???????,0,,-999999,7,699964,0,book{ENTER},2145,702109,TrialList1,12,1,6,1,1,0,0,1295
ImmediateRecall48ms,1,1,31,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.63409300846783E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-1-1,59.82,1.0.0.91,1,right,-1050252417,2.0.10.242,2.0.10.242,Freshman,10/2/2017,10/2/2017 18:18,13:18:24,female,2.0.10.147,1,S1,SubjectLists,1,2,1,105,,,,bow   ,SUIT,bow   ,boat,Phonological,TrialProc,???????,0,,-999999,7,1299330,0,bow{ENTER},1447,1300777,TrialList1,13,1,45,1,0,1,0,1438
ImmediateRecall48ms,1,1,31,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.63409300846783E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-1-1,59.82,1.0.0.91,1,right,-1050252417,2.0.10.242,2.0.10.242,Freshman,10/2/2017,10/2/2017 18:18,13:18:24,female,2.0.10.147,1,S1,SubjectLists,1,2,1,70,,,,bulb  ,WARM,bulb  ,bulk,Phonological,TrialProc,???????,0,,-999999,6,761080,0,break{ENTER},2148,763228,TrialList1,14,1,10,0,0,0,0,3312
ImmediateRecall48ms,1,1,31,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.63409300846783E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-1-1,59.82,1.0.0.91,1,right,-1050252417,2.0.10.242,2.0.10.242,Freshman,10/2/2017,10/2/2017 18:18,13:18:24,female,2.0.10.147,1,S1,SubjectLists,1,2,1,84,,,,cake  ,CRUST,cake  ,cave,Phonological,TrialProc,???????,0,,-999999,6,979419,0,cake{ENTER},1615,981034,TrialList1,15,1,24,1,0,1,0,1649
ImmediateRecall48ms,1,1,31,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.63409300846783E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-1-1,59.82,1.0.0.91,1,right,-1050252417,2.0.10.242,2.0.10.242,Freshman,10/2/2017,10/2/2017 18:18,13:18:24,female,2.0.10.147,1,S1,SubjectLists,1,2,1,86,,,,candle,KITCHEN,candle,canteen,Phonological,TrialProc,???????,0,,-999999,7,1006718,0,canteen{ENTER},6492,1013210,TrialList1,16,1,26,0,1,0,0,2204
ImmediateRecall48ms,1,1,31,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.63409300846783E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-1-1,59.82,1.0.0.91,1,right,-1050252417,2.0.10.242,2.0.10.242,Freshman,10/2/2017,10/2/2017 18:18,13:18:24,female,2.0.10.147,1,S1,SubjectLists,1,2,1,94,,,,card  ,QUICK,card  ,cast,Phonological,TrialProc,???????,0,,-999999,6,1132930,0,cast{ENTER},1766,1134696,TrialList1,17,1,34,0,1,0,0,3302
ImmediateRecall48ms,1,1,31,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.63409300846783E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-1-1,59.82,1.0.0.91,1,right,-1050252417,2.0.10.242,2.0.10.242,Freshman,10/2/2017,10/2/2017 18:18,13:18:24,female,2.0.10.147,1,S1,SubjectLists,1,2,1,72,,,,chair ,FEET,chair ,chaste,Phonological,TrialProc,???????,0,,-999999,7,788764,0,chair{ENTER},1952,790716,TrialList1,18,1,12,1,0,1,0,1810
ImmediateRecall48ms,1,1,31,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.63409300846783E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-1-1,59.82,1.0.0.91,1,right,-1050252417,2.0.10.242,2.0.10.242,Freshman,10/2/2017,10/2/2017 18:18,13:18:24,female,2.0.10.147,1,S1,SubjectLists,1,2,1,69,,,,cold  ,JUICE,cold  ,cone,Phonological,TrialProc,???????,0,,-999999,7,747490,0,cold{ENTER},1487,748977,TrialList1,19,1,9,1,0,1,0,1667
ImmediateRecall48ms,1,1,31,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.63409300846783E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-1-1,59.82,1.0.0.91,1,right,-1050252417,2.0.10.242,2.0.10.242,Freshman,10/2/2017,10/2/2017 18:18,13:18:24,female,2.0.10.147,1,S1,SubjectLists,1,2,1,71,,,,cut   ,BLADE,cut   ,cusp,Phonological,TrialProc,???????,0,,-999999,6,775323,0,cut{ENTER},1347,776670,TrialList1,20,1,11,1,0,1,0,1883
ImmediateRecall48ms,1,1,31,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.63409300846783E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-1-1,59.82,1.0.0.91,1,right,-1050252417,2.0.10.242,2.0.10.242,Freshman,10/2/2017,10/2/2017 18:18,13:18:24,female,2.0.10.147,1,S1,SubjectLists,1,2,1,98,,,,dawn  ,LIGHT,dawn  ,dog,Phonological,TrialProc,???????,0,,-999999,6,1202656,0,dog{ENTER},1592,1204248,TrialList1,21,1,38,0,1,0,0,1388
ImmediateRecall48ms,1,1,31,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.63409300846783E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-1-1,59.82,1.0.0.91,1,right,-1050252417,2.0.10.242,2.0.10.242,Freshman,10/2/2017,10/2/2017 18:18,13:18:24,female,2.0.10.147,1,S1,SubjectLists,1,2,1,81,,,,day   ,SUN,day   ,daze,Phonological,TrialProc,???????,0,,-999999,7,936741,0,day{ENTER},2199,938940,TrialList1,22,1,21,1,0,0,0,1823
ImmediateRecall48ms,1,1,31,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.63409300846783E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-1-1,59.82,1.0.0.91,1,right,-1050252417,2.0.10.242,2.0.10.242,Freshman,10/2/2017,10/2/2017 18:18,13:18:24,female,2.0.10.147,1,S1,SubjectLists,1,2,1,91,,,,dirt  ,PLANT,dirt  ,dearth,Phonological,TrialProc,???????,0,,-999999,7,1090503,0,dirt{ENTER},1794,1092297,TrialList1,23,1,31,1,0,0,0,1863
ImmediateRecall48ms,1,1,31,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.63409300846783E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-1-1,59.82,1.0.0.91,1,right,-1050252417,2.0.10.242,2.0.10.242,Freshman,10/2/2017,10/2/2017 18:18,13:18:24,female,2.0.10.147,1,S1,SubjectLists,1,2,1,77,,,,door  ,HOUSE,door  ,doe,Phonological,TrialProc,???????,0,,-999999,7,865929,0,done{ENTER},2307,868236,TrialList1,24,1,17,0,0,0,0,1529
ImmediateRecall48ms,1,1,31,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.63409300846783E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-1-1,59.82,1.0.0.91,1,right,-1050252417,2.0.10.242,2.0.10.242,Freshman,10/2/2017,10/2/2017 18:18,13:18:24,female,2.0.10.147,1,S1,SubjectLists,1,2,1,85,,,,fire  ,GARAGE,fire  ,blaze,Semantic,TrialProc,???????,0,,-999999,7,993127,0,fire{ENTER},1491,994618,TrialList1,25,1,25,1,0,1,0,1433
ImmediateRecall48ms,1,1,31,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.63409300846783E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-02T18:18:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-1-1,59.82,1.0.0.91,1,right,-1050252417,2.0.10.242,2.0.10.242,Freshman,10/2/2017,10/2/2017 18:18,13:18:24,female,2.0.10.147,1,S1,SubjectLists,1,2,1,102,,,,fish  ,RIVER,fish  ,cod,Semantic,TrialProc,???????,0,,-999999,7,1258340,0,cold{ENTER},1603,1259943,TrialList1,26,1,42,0,0,0,0,1573
