ExperimentName,Subject,Session,Age,Clock.Information,DataFile.Basename,Display.RefreshRate,ExperimentVersion,Group,Handedness,RandomSeed,RuntimeVersion,RuntimeVersionExpected,Schooling,SessionDate,SessionStartDateTimeUtc,SessionTime,Sex,StudioVersion,Block,Procedure[Block],Running[Block],SubjectLists,SubjectLists.Cycle,SubjectLists.Sample,Trial,BlockList1,BlockList1.Cycle,BlockList1.Sample,CorrectAnswer,Cue,Item,Prime,PrimeCondition,Procedure[Trial],questionmark,RecallResponse.ACC,RecallResponse.CRESP,RecallResponse.DurationError,RecallResponse.OnsetDelay,RecallResponse.OnsetTime,RecallResponse.OnsetToOnsetTime,RecallResponse.RESP,RTImmediate,RecallResponse.RTTime,Running[Trial],TrialList1,TrialList1.Cycle,TrialList1.Sample,ImmediateAccuracy,PrimeIntrusionImmediate,DelayedAccuracy,PrimeIntrusionDelay,RTDelayed
ImmediateRecall48ms,6,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.727418977399E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-6-1,59.82,1.0.0.91,1,right,1230977693,2.0.10.242,2.0.10.242,Senior,10/6/2017,10/6/2017 15:06,10:06:43,male,2.0.10.147,1,S6,SubjectLists,6,2,1,80,,,,day   ,SUN,day   ,xxxxxxx,Neutral,TrialProc,???????,0,,-999999,6,457245,0,hot{ENTER},1135,458380,TrialList6,22,1,20,0,0,0,0,1443
ImmediateRecall48ms,6,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.727418977399E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-6-1,59.82,1.0.0.91,1,right,1230977693,2.0.10.242,2.0.10.242,Senior,10/6/2017,10/6/2017 15:06,10:06:43,male,2.0.10.147,1,S6,SubjectLists,6,2,1,117,,,,dirt  ,PLANT,dirt  ,xxxxxxx,Neutral,TrialProc,???????,0,,-999999,6,620602,0,dirt{ENTER},1264,621866,TrialList6,23,1,57,1,0,1,0,1065
ImmediateRecall48ms,6,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.727418977399E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-6-1,59.82,1.0.0.91,1,right,1230977693,2.0.10.242,2.0.10.242,Senior,10/6/2017,10/6/2017 15:06,10:06:43,male,2.0.10.147,1,S6,SubjectLists,6,2,1,71,,,,door  ,HOUSE,door  ,xxxxxxx,Neutral,TrialProc,???????,0,,-999999,7,406192,0,door{ENTER},1116,407308,TrialList6,24,1,11,1,0,1,0,903
ImmediateRecall48ms,6,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.727418977399E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-6-1,59.82,1.0.0.91,1,right,1230977693,2.0.10.242,2.0.10.242,Senior,10/6/2017,10/6/2017 15:06,10:06:43,male,2.0.10.147,1,S6,SubjectLists,6,2,1,89,,,,fire  ,GARAGE,fire  ,fire  ,Identical,TrialProc,???????,0,,-999999,7,497316,0,door{ENTER},1607,498923,TrialList6,25,1,29,0,0,0,0,1048
ImmediateRecall48ms,6,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.727418977399E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-6-1,59.82,1.0.0.91,1,right,1230977693,2.0.10.242,2.0.10.242,Senior,10/6/2017,10/6/2017 15:06,10:06:43,male,2.0.10.147,1,S6,SubjectLists,6,2,1,98,,,,fish  ,RIVER,fish  ,fish  ,Identical,TrialProc,???????,0,,-999999,7,536149,0,flow{ENTER},1414,537563,TrialList6,26,1,38,0,0,0,0,2516
ImmediateRecall48ms,6,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.727418977399E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-6-1,59.82,1.0.0.91,1,right,1230977693,2.0.10.242,2.0.10.242,Senior,10/6/2017,10/6/2017 15:06,10:06:43,male,2.0.10.147,1,S6,SubjectLists,6,2,1,116,,,,floor ,WALK,floor ,floor ,Identical,TrialProc,???????,0,,-999999,6,616122,0,far{ENTER},2048,618170,TrialList6,27,1,56,0,0,0,0,1621
ImmediateRecall48ms,6,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.727418977399E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-6-1,59.82,1.0.0.91,1,right,1230977693,2.0.10.242,2.0.10.242,Senior,10/6/2017,10/6/2017 15:06,10:06:43,male,2.0.10.147,1,S6,SubjectLists,6,2,1,94,,,,flower,PAPER,flower,flower,Identical,TrialProc,???????,0,,-999999,7,519131,0,flower{ENTER},864,519995,TrialList6,28,1,34,1,1,0,0,5635
ImmediateRecall48ms,6,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.727418977399E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-6-1,59.82,1.0.0.91,1,right,1230977693,2.0.10.242,2.0.10.242,Senior,10/6/2017,10/6/2017 15:06,10:06:43,male,2.0.10.147,1,S6,SubjectLists,6,2,1,101,,,,fork  ,PATH,fork  ,fork  ,Identical,TrialProc,???????,0,,-999999,7,551094,0,straight{ENTER},1797,552891,TrialList6,29,1,41,0,0,0,0,3500
ImmediateRecall48ms,6,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.727418977399E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-6-1,59.82,1.0.0.91,1,right,1230977693,2.0.10.242,2.0.10.242,Senior,10/6/2017,10/6/2017 15:06,10:06:43,male,2.0.10.147,1,S6,SubjectLists,6,2,1,108,,,,found ,RETURN,found ,found ,Identical,TrialProc,???????,0,,-999999,7,583775,0,home{ENTER},955,584730,TrialList6,30,1,48,0,0,0,0,2364
ImmediateRecall48ms,6,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.727418977399E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-6-1,59.82,1.0.0.91,1,right,1230977693,2.0.10.242,2.0.10.242,Senior,10/6/2017,10/6/2017 15:06,10:06:43,male,2.0.10.147,1,S6,SubjectLists,6,2,1,105,,,,frog  ,ROUGH,frog  ,frog  ,Identical,TrialProc,???????,0,,-999999,6,572658,0,frog{ENTER},1033,573691,TrialList6,31,1,45,1,1,1,1,1468
ImmediateRecall48ms,6,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.727418977399E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-6-1,59.82,1.0.0.91,1,right,1230977693,2.0.10.242,2.0.10.242,Senior,10/6/2017,10/6/2017 15:06,10:06:43,male,2.0.10.147,1,S6,SubjectLists,6,2,1,81,,,,full  ,GAS,full  ,full  ,Identical,TrialProc,???????,0,,-999999,6,461692,0,full{ENTER},1856,463548,TrialList6,32,1,21,1,1,1,1,1751
ImmediateRecall48ms,6,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.727418977399E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-6-1,59.82,1.0.0.91,1,right,1230977693,2.0.10.242,2.0.10.242,Senior,10/6/2017,10/6/2017 15:06,10:06:43,male,2.0.10.147,1,S6,SubjectLists,6,2,1,72,,,,girl  ,ART,girl  ,girl  ,Identical,TrialProc,???????,0,,-999999,7,409853,0,girl{ENTER},1039,410892,TrialList6,33,1,12,1,1,0,0,5396
ImmediateRecall48ms,6,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.727418977399E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-6-1,59.82,1.0.0.91,1,right,1230977693,2.0.10.242,2.0.10.242,Senior,10/6/2017,10/6/2017 15:06,10:06:43,male,2.0.10.147,1,S6,SubjectLists,6,2,1,85,,,,glue  ,FALL,glue  ,glue  ,Identical,TrialProc,???????,0,,-999999,7,477122,0,glue{ENTER},1242,478364,TrialList6,34,1,25,1,1,0,0,2179
ImmediateRecall48ms,6,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.727418977399E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-6-1,59.82,1.0.0.91,1,right,1230977693,2.0.10.242,2.0.10.242,Senior,10/6/2017,10/6/2017 15:06,10:06:43,male,2.0.10.147,1,S6,SubjectLists,6,2,1,88,,,,gold  ,BADGE,gold  ,gold  ,Identical,TrialProc,???????,0,,-999999,7,493220,0,gold{ENTER},935,494155,TrialList6,35,1,28,1,1,1,1,1375
ImmediateRecall48ms,6,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.727418977399E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-6-1,59.82,1.0.0.91,1,right,1230977693,2.0.10.242,2.0.10.242,Senior,10/6/2017,10/6/2017 15:06,10:06:43,male,2.0.10.147,1,S6,SubjectLists,6,2,1,67,,,,grape ,BUTTER,grape ,grape ,Identical,TrialProc,???????,0,,-999999,7,386550,0,grape{ENTER},3607,390157,TrialList6,36,1,7,1,1,0,0,2522
ImmediateRecall48ms,6,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.727418977399E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-6-1,59.82,1.0.0.91,1,right,1230977693,2.0.10.242,2.0.10.242,Senior,10/6/2017,10/6/2017 15:06,10:06:43,male,2.0.10.147,1,S6,SubjectLists,6,2,1,62,,,,hammer,ROAD,hammer,handy,Phonological,TrialProc,???????,0,,-999999,7,363414,0,walk{ENTER},1511,364925,TrialList6,37,1,2,0,0,0,0,1472
ImmediateRecall48ms,6,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.727418977399E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-6-1,59.82,1.0.0.91,1,right,1230977693,2.0.10.242,2.0.10.242,Senior,10/6/2017,10/6/2017 15:06,10:06:43,male,2.0.10.147,1,S6,SubjectLists,6,2,1,63,,,,happy ,DREAM,happy ,habit,Phonological,TrialProc,???????,0,,-999999,7,367426,0,happy{ENTER},1243,368669,TrialList6,38,1,3,1,0,1,0,2644
ImmediateRecall48ms,6,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.727418977399E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-6-1,59.82,1.0.0.91,1,right,1230977693,2.0.10.242,2.0.10.242,Senior,10/6/2017,10/6/2017 15:06,10:06:43,male,2.0.10.147,1,S6,SubjectLists,6,2,1,79,,,,hard  ,GLASS,hard  ,hark,Phonological,TrialProc,???????,0,,-999999,6,453634,0,hard{ENTER},778,454412,TrialList6,39,1,19,1,0,1,0,1646
ImmediateRecall48ms,6,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.727418977399E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-6-1,59.82,1.0.0.91,1,right,1230977693,2.0.10.242,2.0.10.242,Senior,10/6/2017,10/6/2017 15:06,10:06:43,male,2.0.10.147,1,S6,SubjectLists,6,2,1,78,,,,help  ,GAME,help  ,health,Phonological,TrialProc,???????,0,,-999999,7,449756,0,help{ENTER},1312,451068,TrialList6,40,1,18,1,0,1,0,1534
ImmediateRecall48ms,6,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.727418977399E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-6-1,59.82,1.0.0.91,1,right,1230977693,2.0.10.242,2.0.10.242,Senior,10/6/2017,10/6/2017 15:06,10:06:43,male,2.0.10.147,1,S6,SubjectLists,6,2,1,73,,,,horse ,BOOTS,horse ,horn,Phonological,TrialProc,???????,0,,-999999,7,416958,0,walking{ENTER},5934,422892,TrialList6,41,1,13,0,0,0,0,3301
ImmediateRecall48ms,6,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.727418977399E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-6-1,59.82,1.0.0.91,1,right,1230977693,2.0.10.242,2.0.10.242,Senior,10/6/2017,10/6/2017 15:06,10:06:43,male,2.0.10.147,1,S6,SubjectLists,6,2,1,91,,,,joke  ,SMILE,joke  ,jolt,Phonological,TrialProc,???????,0,,-999999,7,505607,0,teeth{ENTER},2004,507611,TrialList6,42,1,31,0,0,0,0,2069
ImmediateRecall48ms,6,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.727418977399E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-6-1,59.82,1.0.0.91,1,right,1230977693,2.0.10.242,2.0.10.242,Senior,10/6/2017,10/6/2017 15:06,10:06:43,male,2.0.10.147,1,S6,SubjectLists,6,2,1,65,,,,jump  ,TOAD,jump  ,junk,Phonological,TrialProc,???????,0,,-999999,6,377389,0,jump{ENTER},1536,378925,TrialList6,43,1,5,1,0,1,0,1588
ImmediateRecall48ms,6,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.727418977399E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-6-1,59.82,1.0.0.91,1,right,1230977693,2.0.10.242,2.0.10.242,Senior,10/6/2017,10/6/2017 15:06,10:06:43,male,2.0.10.147,1,S6,SubjectLists,6,2,1,110,,,,knife ,LUNCH,knife ,nine,Phonological,TrialProc,???????,0,,-999999,7,590813,0,free{ENTER},957,591770,TrialList6,44,1,50,0,0,0,0,2258
ImmediateRecall48ms,6,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.727418977399E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-6-1,59.82,1.0.0.91,1,right,1230977693,2.0.10.242,2.0.10.242,Senior,10/6/2017,10/6/2017 15:06,10:06:43,male,2.0.10.147,1,S6,SubjectLists,6,2,1,107,,,,land  ,TRAVEL,land  ,lap,Phonological,TrialProc,???????,0,,-999999,6,580164,0,far{ENTER},662,580826,TrialList6,45,1,47,0,0,0,0,2447
ImmediateRecall48ms,6,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.727418977399E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-6-1,59.82,1.0.0.91,1,right,1230977693,2.0.10.242,2.0.10.242,Senior,10/6/2017,10/6/2017 15:06,10:06:43,male,2.0.10.147,1,S6,SubjectLists,6,2,1,120,,,,late  ,HAND,late  ,lay,Phonological,TrialProc,???????,0,,-999999,7,633859,0,of{SPACE}{CAPSLOCK}G{CAPSLOCK}od{ENTER},1815,635674,TrialList6,46,1,60,0,0,0,0,1456
ImmediateRecall48ms,6,1,20,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2793030000</Frequency><Timestamp dt:dt=""r8"">2.727418977399E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-10-06T15:06:43Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",ImmediateRecall48ms-6-1,59.82,1.0.0.91,1,right,1230977693,2.0.10.242,2.0.10.242,Senior,10/6/2017,10/6/2017 15:06,10:06:43,male,2.0.10.147,1,S6,SubjectLists,6,2,1,115,,,,lead  ,ARMY,lead  ,lease,Phonological,TrialProc,???????,0,,-999999,6,612461,0,lead{ENTER},973,613434,TrialList6,47,1,55,1,0,1,0,1897
